id,ism,familiya,otasining_ismi,tugilgan_sana,jins,email,telefon,shahar,manzil,passport_seriya,jshshir,millat,oilaviy_holat,ish_joyi,lavozim,ta'lim_darajasi,daromad,foydalanuvchi_turi,ro'yxatdan_o'tgan_sana
4601,Shahnoza,Mamadaliyeva,Aziza,1976-04-12,Ayol,fokinvseslav@ip.biz,+77030741191,Andijon,"алл. Горняцкая, д. 8/8",AB6166009,58456200885614,Rus,Turmush qurgan,Artel,Direktor,O‘rta maxsus,3215438.0,oddiy,2022-09-11
4602,Ziyoda,Raximova,Baxtiyor,2004-11-17,Ayol,shestakovgavrila@oao.edu,8 552 606 8299,Namangan,"ш. Набережное, д. 538 к. 771",AD1077966,26901203114960,O'zbek,Turmush qurgan,UZTELECOM,Muhandis,Bakalavr,18222718.0,admin,2022-02-09
4603,Oybek,Karimov,Baxtiyor,,Erkak,samsonovaglafira@mail.ru,8 (253) 110-1308,Buxoro,"пр. Березовый, д. 65",AE5452961,85592024612174,Tojik,Uylanmagan,Ucell,,O‘rta maxsus,20913391.0,oddiy,2023-04-07
4604,Baxtiyor,Saidov,Rayhona,1989-03-17,Erkak,kolobovsavva@ooo.biz,+7 (163) 196-74-93,Termiz,"ш. Северное, д. 8/3 стр. 31",AB2168028,37968442254532,O'zbek,Uylanmagan,NBU,Hisobchi,Oliy,7189324.0,oddiy,2021-03-29
4605,Dilmurod,Mamadaliyev,Dilnoza,,Erkak,aksenovjaropolk@hotmail.com,8 898 315 72 68,Namangan,"наб. Орловская, д. 48 к. 2",AD1549160,37647590793997,Rus,Turmush qurgan,Artel,Muhandis,O‘rta maxsus,22439624.0,premium,2023-10-27
4606,,Ergasheva,Shahnoza,1961-10-29,Ayol,samolovernst@mail.ru,8 (730) 049-83-23,Farg‘ona,"пр. Урожайный, д. 4 стр. 2/9",AF6326699,60896205606439,O'zbek,Ajrashgan,Yandex,Direktor,O‘rta maxsus,25845763.0,admin,2022-07-27
4607,Oybek,Aliyev,Baxtiyor,1994-08-21,Erkak,sofija62@oao.net,+78027039344,Farg‘ona,"наб. Бабушкина, д. 93",AB2817352,84128144757513,Rus,Turmush qurgan,UZTELECOM,Hisobchi,Oliy,29117404.0,oddiy,2020-05-01
4608,Oybek,Raximov,Dilmurod,1998-07-18,Erkak,kirill_14@gmail.com,80593410735,Andijon,"бул. Дарвина, д. 593 стр. 733",AA5586269,30156049679317,O'zbek,Ajrashgan,Artel,Menejer,Bakalavr,19697853.0,premium,2025-02-23
4609,Jasur,Mamadaliyev,Aziza,2003-11-20,Erkak,silinsvjatoslav@ip.edu,+70214545170,Farg‘ona,"пер. Родниковый, д. 6",,,Qozoq,Ajrashgan,NBU,Muhandis,,6081275.0,premium,2023-01-17
4610,Jahongir,Yusupov,,2005-09-05,Erkak,vladimirovvaleri@pestov.edu,8 (906) 858-67-70,Farg‘ona,"наб. Машиностроителей, д. 5 к. 1/6",AA3158564,50466575224495,Rus,Turmush qurgan,IT Park,Marketolog,Bakalavr,11242741.0,oddiy,2020-08-23
4611,Baxtiyor,Aliyev,Jasur,1992-03-24,Erkak,egorovasofija@ooo.org,8 (160) 524-01-55,Navoiy,"пер. Овражный, д. 6 к. 122",AE6194405,20694410193432,O'zbek,Turmush qurgan,NBU,Dasturchi,Magistr,25427855.0,oddiy,2020-01-25
4612,Dilmurod,Karimov,Sherzod,1999-10-21,Erkak,kabanovafekla@ao.info,+7 (478) 391-4502,Toshkent,"алл. Пугачева, д. 7",AE7402434,19738933949599,Turkman,Turmush qurgan,,Menejer,Bakalavr,14939412.0,admin,2023-03-26
4613,Malika,Saidova,Behruz,1976-10-31,Ayol,arefi43@yandex.ru,+7 (731) 003-32-14,Namangan,"пер. Новый, д. 71 стр. 85",AC7151115,47390856127730,Qirg'iz,Ajrashgan,Agrobank,O‘qituvchi,Bakalavr,20635069.0,premium,2020-07-24
4614,Jahongir,Ergashev,Dilmurod,1966-01-14,,lebedevsidor@yahoo.com,83110208611,Xiva,"наб. Клары Цеткин, д. 3",AB8804219,19629298758460,Tojik,Ajrashgan,EPAM,Marketolog,Bakalavr,18218897.0,admin,2024-04-26
4615,Zulfiya,Saidova,Nilufar,1971-10-14,Ayol,kalashnikovalekse@rao.net,8 801 904 3258,Andijon,"пер. Никитина, д. 97 стр. 67",AD8154766,89715148336877,O'zbek,Uylanmagan,EPAM,Menejer,O‘rta maxsus,16229425.0,premium,2022-10-04
4616,Dilnoza,Mamadaliyeva,Dilmurod,1985-11-26,,ernst_1981@mechel.org,8 882 321 19 27,,"ул. Шолохова, д. 93 к. 2/8",AD7468404,88930379562018,Qozoq,Turmush qurgan,EPAM,Operator,O‘rta maxsus,18145981.0,oddiy,2024-07-26
4617,Oybek,Ergashev,Gulbahor,1993-04-08,Erkak,bjudina@ao.edu,+75055634251,Samarqand,"ул. Бажова, д. 71",AA1330678,90692836467361,Qirg'iz,Ajrashgan,O‘zbekiston Temir Yo‘llari,Dasturchi,O‘rta maxsus,28314391.0,oddiy,2022-09-16
4618,Shahnoza,Raximova,Ziyoda,1997-11-01,Ayol,luka_38@mail.ru,8 (850) 448-7509,Termiz,"ш. Ворошилова, д. 39",AB2562259,17012017602341,Turkman,Turmush qurgan,NBU,Muhandis,Oliy,,oddiy,2021-12-27
4619,Dilmurod,Turaev,Madina,1999-05-18,Erkak,,80022166027,Xiva,,AB8603686,50937791686550,Tojik,Ajrashgan,Agrobank,Menejer,O‘rta maxsus,28044648.0,premium,2025-03-29
4620,Baxtiyor,Aliyev,Zulfiya,1985-09-01,Erkak,januari52@oao.ru,8 700 267 0966,Namangan,"ш. Красногвардейское, д. 91 к. 1/4",AA9605759,11100578166580,Turkman,Ajrashgan,NBU,Marketolog,O‘rta maxsus,27998287.0,oddiy,2021-09-10
4621,Islom,Ergashev,Jasur,2007-04-29,Erkak,shestakovhariton@gmail.com,+7 402 790 55 60,Samarqand,"алл. Выгонная, д. 54 к. 1/2",AB7423966,15974889306600,Turkman,Turmush qurgan,UZTELECOM,Direktor,Oliy,10591334.0,admin,2022-07-06
4622,Shahnoza,Mamadaliyeva,Rayhona,1982-01-10,Ayol,kudrjashovanina@gmail.com,8 (134) 520-6055,Navoiy,"наб. Некрасова, д. 1",AB7071299,58974605949417,O'zbek,Turmush qurgan,Yandex,Muhandis,Bakalavr,10429397.0,oddiy,
4623,Ziyoda,Turaeva,Zafar,2000-05-28,Ayol,vpopov@ip.info,+7 911 879 4481,Samarqand,"наб. 60 лет СССР, д. 9/7",AB5734945,64764997954351,O'zbek,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Hisobchi,,25948100.0,admin,2024-01-17
4624,Jahongir,Saidov,Ziyoda,1974-02-01,Erkak,fedot_1988@zao.net,8 (615) 524-46-83,Andijon,"ул. Ветеранов, д. 257 к. 383",AA2737410,74549905442728,O'zbek,Uylanmagan,EPAM,O‘qituvchi,Oliy,6605478.0,oddiy,2024-07-15
4625,Oybek,Mamadaliyev,Jasur,1993-07-18,Erkak,panovvenedikt@ip.com,8 563 004 2774,Xiva,"ш. Заречное, д. 3/6",AE8045932,39714780388492,Qozoq,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Dasturchi,,6115454.0,admin,2020-12-31
4626,,Mamadaliyev,Gulbahor,1956-07-03,Erkak,koshelevsvjatopolk@samolova.info,+79739063234,Navoiy,"алл. Заводская, д. 86 стр. 6/8",AB1479592,18655923293553,Qozoq,,EPAM,Dasturchi,O‘rta maxsus,12169710.0,admin,2023-11-16
4627,Dilnoza,Aliyeva,Baxtiyor,2000-10-28,Ayol,spiridon1984@rao.net,82870731226,Namangan,"алл. Таманская, д. 34 к. 88",AF6038099,22243977696631,Tojik,Uylanmagan,Agrobank,Direktor,Bakalavr,29621688.0,premium,2023-06-13
4628,Malika,Karimova,Jasur,1988-08-14,Ayol,,8 (562) 663-58-11,Navoiy,"пр. Волкова, д. 6/4 к. 7",AD9633063,72939636988647,Tojik,Ajrashgan,EPAM,Dasturchi,O‘rta maxsus,17700402.0,premium,2021-08-24
4629,Gulbahor,Nazarova,Behruz,1964-10-11,Ayol,shubintimur@gmail.com,+7 (082) 043-88-06,Samarqand,"пр. Садовый, д. 588 к. 6/6",AC4716112,38458240999796,,Turmush qurgan,Beeline,Dasturchi,O‘rta maxsus,,premium,2021-03-07
4630,Rayhona,Saidova,Jahongir,1977-03-24,Ayol,martinovaviktorija@rao.org,+7 (134) 889-2572,Toshkent,"бул. 1 Мая, д. 53",AE9708526,87515627388246,O'zbek,Uylanmagan,EPAM,Menejer,O‘rta maxsus,12856303.0,admin,2023-08-13
4631,Jahongir,Turaev,Zafar,1958-09-21,Erkak,galina_1978@mail.ru,8 (399) 468-65-41,Xiva,"ул. Щербакова, д. 26",,57173629565999,O'zbek,Uylanmagan,O‘zbekiston Temir Yo‘llari,Dasturchi,Magistr,8724208.0,oddiy,2024-02-25
4632,Islom,Ergashev,,1963-04-08,Erkak,prokofi_2002@krka.edu,+77274585286,Farg‘ona,"алл. Микрорайон, д. 7 к. 769",AA3806039,24688766495054,O'zbek,Uylanmagan,Beeline,Muhandis,Magistr,8815847.0,oddiy,2021-07-30
4633,,Nazarov,Aziz,,Erkak,egor1994@familia.org,8 (478) 000-3050,Andijon,"ш. Омское, д. 941",AD7509653,69342945571086,Tojik,Ajrashgan,Artel,Operator,Oliy,8658286.0,premium,2021-03-14
4634,Dilnoza,Yusupova,Rayhona,2002-09-29,Ayol,mihail_2010@yahoo.com,+74775708238,Samarqand,"наб. Пушкина, д. 3/4 к. 8",AC6284492,46321646870501,Tojik,Uylanmagan,Agrobank,,Magistr,27015160.0,admin,2025-02-01
4635,Jahongir,,Malika,1956-03-07,Erkak,taras_68@npo.org,8 (123) 507-32-37,Xiva,"алл. Сельская, д. 7/3 к. 1/3",AC9570356,44250587297773,Rus,Uylanmagan,,Hisobchi,O‘rta maxsus,24049461.0,admin,2025-08-21
4636,Aziz,Yusupov,Dilnoza,1979-02-04,Erkak,hgolubeva@yandex.ru,+7 (747) 842-51-99,Jizzax,"бул. Лесный, д. 13 стр. 60",AA5942994,10679200865109,O'zbek,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Hisobchi,Magistr,17941296.0,admin,2025-07-21
4637,Nilufar,Karimova,Gulbahor,1993-03-03,Ayol,ilarion1984@rambler.ru,+7 073 172 8215,Termiz,"пр. Гафури, д. 706 стр. 209",AF3208127,72725012108839,Tojik,Ajrashgan,Beeline,Hisobchi,Oliy,13572232.0,premium,2023-04-06
4638,Zafar,Yusupov,Dilnoza,1959-01-29,Erkak,kononovkallistrat@hotmail.com,8 (026) 125-2869,Xiva,"ш. Папанина, д. 8/5 стр. 2",AC1927217,36253281184659,Qirg'iz,Ajrashgan,IT Park,O‘qituvchi,O‘rta maxsus,3793828.0,admin,2020-06-29
4639,Zafar,Karimov,Shahnoza,1965-08-15,Erkak,oksana_22@ao.net,+7 (428) 137-90-32,Namangan,"бул. Технический, д. 50",AA8501508,68379504652412,Qirg'iz,Uylanmagan,NBU,Muhandis,O‘rta maxsus,,oddiy,2022-03-12
4640,Aziz,Aliyev,Ziyoda,1958-02-21,Erkak,egor_2023@hotmail.com,8 (790) 874-75-29,Namangan,"наб. Зои Космодемьянской, д. 14",AF3264733,57011871830772,Tojik,Uylanmagan,UZTELECOM,Hisobchi,Oliy,29697754.0,premium,2023-05-26
4641,Dilnoza,Turaeva,,1978-10-12,Ayol,nikonovavera@zao.net,+7 (795) 494-0428,Buxoro,"бул. Проезжий, д. 36 к. 2/5",AF5613311,95377354691839,Rus,Turmush qurgan,NBU,O‘qituvchi,O‘rta maxsus,7314141.0,premium,2021-08-27
4642,Ziyoda,Mamadaliyeva,Zulfiya,1985-04-07,Ayol,savvamelnikov@oao.info,+78714371952,Farg‘ona,"пр. Азина, д. 17",AE6181879,65003797181415,Qirg'iz,Ajrashgan,Agrobank,,Bakalavr,2166464.0,oddiy,2020-10-12
4643,Jahongir,Ergashev,Sherzod,1988-05-20,Erkak,boris57@savina.info,+7 765 985 83 71,Jizzax,"наб. Мусы Джалиля, д. 95 к. 3/8",AD9178296,,O'zbek,Ajrashgan,NBU,Menejer,Bakalavr,13627232.0,admin,2024-04-26
4644,Oybek,Xudoyberdiyev,Jasur,1993-08-26,Erkak,pavlovaaleksandra@ooo.biz,+7 218 132 3349,Andijon,"ш. Дружба, д. 8/6 стр. 2",AE6280820,46885233307861,Rus,Ajrashgan,Yandex,Menejer,Magistr,15107697.0,premium,2022-11-15
4645,Baxtiyor,Yusupov,Gulbahor,1995-07-22,Erkak,isakovlev@gmail.com,+7 (669) 368-87-05,,"алл. Прибрежная, д. 75",AA8848963,49749270036464,Turkman,Uylanmagan,,Operator,Oliy,19455438.0,premium,2022-11-10
4646,Oybek,Yusupov,Jahongir,2007-05-15,Erkak,nikola77@gmail.com,+77079564355,Farg‘ona,"бул. Юбилейный, д. 846",AB1587646,68052212967541,Qirg'iz,Ajrashgan,Agrobank,O‘qituvchi,Magistr,11644062.0,premium,2021-10-07
4647,Dilnoza,Yusupova,Gulbahor,1957-01-19,Ayol,cheslav_1977@gordeev.info,8 (310) 563-8771,Andijon,"наб. Уральская, д. 6",AC2168225,98601684614730,Tojik,Turmush qurgan,Agrobank,Direktor,Magistr,13546010.0,admin,2021-03-07
4648,Jahongir,Mamadaliyev,Zafar,2005-02-04,Erkak,makarovatamara@mts-bank.edu,+78550097417,Buxoro,"пер. Производственный, д. 144 к. 847",AB2800976,19936682079111,Rus,Turmush qurgan,Ucell,Direktor,Magistr,19433348.0,oddiy,2023-01-23
4649,Oybek,Aliyev,Zulfiya,2003-05-11,,rjurik_1975@oao.ru,8 416 103 34 61,Xiva,"алл. Клубная, д. 6/8 стр. 4/9",AB1568637,60056019984490,Tojik,Turmush qurgan,Ucell,Marketolog,O‘rta maxsus,,premium,2020-08-18
4650,Gulbahor,Karimova,Madina,1976-12-22,Ayol,nikita_25@npo.info,+7 (246) 482-4248,Toshkent,"ул. Физкультурная, д. 734 стр. 4/8",AB4595344,82815972274830,Qirg'iz,Turmush qurgan,Agrobank,Direktor,Oliy,12280308.0,premium,2025-05-21
4651,Zulfiya,Karimova,Dilnoza,1969-04-20,Ayol,naum1976@ooo.net,+7 928 555 0283,Buxoro,"наб. Чапаева, д. 67",AB5692710,34417924575169,Qirg'iz,Turmush qurgan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,O‘rta maxsus,13323162.0,premium,2025-10-07
4652,Rayhona,Saidova,Shahnoza,,Ayol,filaret2024@zao.ru,+7 025 437 41 51,Samarqand,,AA1420141,81208862967827,Rus,Uylanmagan,Yandex,Operator,O‘rta maxsus,17425796.0,oddiy,2021-11-16
4653,Dilmurod,Mamadaliyev,Oybek,1977-06-03,Erkak,gavrila1996@npo.info,8 525 469 36 88,Xiva,"пр. Полярный, д. 767",AA5661266,61486921695296,O'zbek,Turmush qurgan,Beeline,Direktor,Oliy,22721253.0,premium,2021-09-10
4654,Aziz,Xudoyberdiyev,Malika,1975-07-20,Erkak,pavlovandre@ao.ru,+7 876 088 9342,Samarqand,"пр. Подстанция, д. 4 к. 5/4",AD4846413,79182392079644,Qirg'iz,Uylanmagan,Yandex,Muhandis,O‘rta maxsus,10572528.0,oddiy,2021-08-30
4655,Malika,Nazarova,Aziz,1979-04-27,Ayol,,8 710 714 27 71,Termiz,"пр. Авиационный, д. 8",AB6292246,58412487531101,Tojik,Ajrashgan,UZTELECOM,Muhandis,O‘rta maxsus,28286069.0,admin,2022-04-19
4656,Zulfiya,Mamadaliyeva,Shahnoza,1973-04-08,Ayol,kononfilatov@oao.info,+7 334 593 52 79,Andijon,"алл. Островского, д. 5/9",AD9474366,33098080935676,Qirg'iz,Turmush qurgan,IT Park,Dasturchi,O‘rta maxsus,21717760.0,admin,2022-06-28
4657,Jahongir,Ergashev,Zafar,1976-08-24,Erkak,dementi2000@yahoo.com,+7 (406) 732-8173,,"ул. Микрорайон, д. 535 стр. 91",AB8940191,17323152361138,Tojik,Uylanmagan,Ucell,Dasturchi,Bakalavr,2606301.0,admin,2020-07-06
4658,Zulfiya,Xudoyberdiyeva,Dilnoza,1967-12-30,Ayol,ermil46@hotmail.com,8 (545) 028-55-28,Namangan,"пер. Главный, д. 3 стр. 47",AF1609452,61705197888123,O'zbek,Turmush qurgan,IT Park,Marketolog,Bakalavr,18554924.0,admin,2022-09-17
4659,Gulbahor,Nazarova,Aziz,1982-04-30,Ayol,,8 786 829 2419,Namangan,"наб. Пионерская, д. 8",AF4328911,10823617084024,O'zbek,Uylanmagan,IT Park,Direktor,O‘rta maxsus,24760394.0,admin,2023-06-09
4660,Zulfiya,Nazarova,Dilmurod,1973-07-21,Ayol,dorofedavidov@rao.info,+7 (658) 177-7858,Toshkent,"пер. 60 лет СССР, д. 8 стр. 960",AE2503109,10540225761055,Qirg'iz,Ajrashgan,Artel,Hisobchi,Magistr,2666870.0,,2025-05-30
4661,Behruz,Karimov,Aziz,1965-05-31,Erkak,novikovemmanuil@yandex.ru,85836583152,Andijon,"ул. Приозерная, д. 8/1 стр. 94",AA1611973,57841158276487,Turkman,Turmush qurgan,Beeline,O‘qituvchi,Magistr,19206932.0,oddiy,2024-09-02
4662,Aziz,Mamadaliyev,Zafar,1995-04-15,Erkak,artemi_1981@mail.ru,83729469124,Jizzax,"наб. Камская, д. 19 стр. 2",AA1934614,52323210709974,Rus,Turmush qurgan,UZTELECOM,Hisobchi,Bakalavr,5614139.0,premium,2020-03-10
4663,Gulbahor,Xudoyberdiyeva,Islom,2005-05-13,Ayol,zdavidov@yahoo.com,+7 (780) 586-9993,Navoiy,"ул. Ягодная, д. 57 к. 2",AE2726576,48551808212527,Turkman,Uylanmagan,IT Park,Operator,Magistr,18417760.0,,2022-01-02
4664,Baxtiyor,Karimov,Nilufar,1988-04-28,Erkak,boris1990@loginova.net,+7 (676) 695-93-40,Xiva,"пр. Саратовский, д. 761 стр. 777",,77057302441828,O'zbek,Uylanmagan,,Menejer,O‘rta maxsus,,admin,2025-08-18
4665,Jasur,Turaev,Sherzod,1996-08-26,Erkak,ribakovazhanna@hotmail.com,81910148369,Farg‘ona,"наб. Краснофлотская, д. 9 к. 7/7",AA4115659,71216502063871,,Ajrashgan,UZTELECOM,Marketolog,Magistr,5771972.0,premium,2024-10-25
4666,Ziyoda,Karimova,Aziz,1966-06-20,Ayol,antonovparfen@npo.ru,8 (991) 549-67-23,Andijon,,AC1247287,79359256770780,Qozoq,Uylanmagan,Beeline,Direktor,O‘rta maxsus,28387962.0,oddiy,2025-06-27
4667,Oybek,Nazarov,,1984-11-24,Erkak,abramovsofon@mail.ru,+7 521 114 76 92,Jizzax,"бул. Парижской Коммуны, д. 4",AE5058621,47594685887291,Tojik,Turmush qurgan,NBU,Marketolog,Oliy,15394078.0,oddiy,2023-09-06
4668,Rayhona,Xudoyberdiyeva,Baxtiyor,1965-11-07,Ayol,asharov@yandex.ru,+7 (982) 348-7558,Toshkent,"ул. Орловская, д. 5/2 стр. 65",AF2473643,52078937360709,Qozoq,Turmush qurgan,NBU,Dasturchi,Magistr,21236730.0,admin,2021-10-23
4669,Oybek,Aliyev,Sherzod,1968-10-25,Erkak,adam_2011@ostin.org,8 (649) 588-6836,Andijon,"наб. Садовая, д. 6 к. 8/9",AB2838925,66515718200840,O'zbek,Uylanmagan,NBU,Menejer,Oliy,24854742.0,,2022-04-14
4670,Ziyoda,Aliyeva,Behruz,1990-01-07,Ayol,merkushevaevgenija@mail.ru,8 456 725 7995,,,AF1430035,93261790080181,Rus,Ajrashgan,Beeline,Direktor,O‘rta maxsus,7790945.0,oddiy,2023-12-31
4671,Sherzod,Raximov,Dilnoza,1968-11-07,Erkak,akonovalov@npo.org,+7 193 258 4363,Farg‘ona,"ш. Советской Армии, д. 2/8",AF2521384,58182817467586,Turkman,Uylanmagan,UZTELECOM,Marketolog,Bakalavr,28386152.0,oddiy,2022-04-19
4672,Malika,Raximova,Gulbahor,1993-10-08,Ayol,stojanguljaev@gmail.com,+7 602 290 21 66,Termiz,,AF5316774,86414280994186,Tojik,Ajrashgan,UZTELECOM,Dasturchi,Oliy,25207796.0,premium,2023-03-26
4673,Aziza,Turaeva,Zafar,1992-12-02,Ayol,aristarh_1997@hotmail.com,,Samarqand,"ул. Западная, д. 776 стр. 2",AD5952868,31663672099911,Tojik,Turmush qurgan,IT Park,Muhandis,Magistr,16881041.0,admin,2021-05-14
4674,Baxtiyor,Saidov,Aziz,1977-09-25,Erkak,nesterovkallistrat@ao.net,8 082 362 2978,Buxoro,"пер. Космонавтов, д. 89 стр. 9/1",AD8694351,73309738058526,Qozoq,Uylanmagan,EPAM,Muhandis,Magistr,8038391.0,premium,
4675,Behruz,Yusupov,Malika,1997-12-26,Erkak,hristofor_2007@rao.org,+7 (206) 428-86-29,Navoiy,"ул. Пригородная, д. 8 стр. 1",AC1807743,70565217940160,O'zbek,Turmush qurgan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,O‘rta maxsus,6440601.0,,2023-02-08
4676,Aziz,,Baxtiyor,1998-09-06,Erkak,evlampi_24@gmail.com,8 046 425 96 66,Farg‘ona,"алл. Юности, д. 256",AF1478964,86379253642755,Rus,Turmush qurgan,Yandex,Marketolog,Bakalavr,21942785.0,premium,2022-10-26
4677,Zafar,Saidov,Malika,1998-12-13,Erkak,nonna_2002@rao.ru,+75436171910,Namangan,"алл. Серова, д. 9/1 стр. 69",AB5547148,66811351995899,Qozoq,Turmush qurgan,Agrobank,Direktor,Oliy,25607705.0,admin,2024-12-30
4678,Madina,Karimova,Oybek,1977-01-26,Ayol,xmoiseeva@zao.info,8 647 696 9482,Buxoro,"пр. Луговой, д. 3/6 к. 259",,24233985708942,Qirg'iz,Turmush qurgan,IT Park,Muhandis,Magistr,17037855.0,admin,2021-12-25
4679,Jahongir,Karimov,Zulfiya,1963-08-07,Erkak,gleb_10@ip.ru,+7 (993) 935-25-92,Namangan,"пер. Бригадный, д. 10 стр. 317",AC3110777,47655937338399,Turkman,Uylanmagan,Agrobank,O‘qituvchi,O‘rta maxsus,6153386.0,oddiy,2020-07-14
4680,Malika,Mamadaliyeva,,1988-12-20,Ayol,averki53@npo.edu,8 (288) 627-69-65,Buxoro,"пр. Маркса, д. 862 стр. 9/5",AE7245992,10518342700128,Qirg'iz,Turmush qurgan,Beeline,Menejer,Bakalavr,3945874.0,admin,2022-08-21
4681,Aziza,Karimova,Oybek,1959-10-11,,ustin40@oao.com,+7 144 824 7870,Namangan,"пр. Российский, д. 4/9",AA9283960,34403124580653,Turkman,Turmush qurgan,Ucell,Muhandis,O‘rta maxsus,18813999.0,,2020-08-17
4682,Dilnoza,Ergasheva,Zafar,1983-12-21,Ayol,egushchin@oao.com,,Jizzax,"пр. Уральский, д. 74 к. 521",AE2902519,44319193413967,Tojik,Uylanmagan,Artel,Marketolog,O‘rta maxsus,5728567.0,admin,2024-09-10
4683,Dilmurod,Karimov,Zafar,1974-12-26,Erkak,agafon29@ooo.biz,+7 (394) 465-9287,Xiva,"пер. 60 лет Октября, д. 1",AC6519357,55444662450160,Rus,Ajrashgan,IT Park,Dasturchi,Bakalavr,22359054.0,oddiy,2021-03-25
4684,Behruz,Karimov,Jasur,1967-04-10,Erkak,pdavidova@npo.biz,+70546780540,Farg‘ona,,AE4078766,96384675045099,Qirg'iz,Ajrashgan,Yandex,Hisobchi,O‘rta maxsus,24714275.0,premium,2023-09-25
4685,Rayhona,Karimova,Jasur,1962-04-17,,lev57@gmail.com,+7 (908) 482-58-48,Buxoro,"алл. Совхозная, д. 5",AF7680787,61962337931455,Turkman,Uylanmagan,UZTELECOM,Muhandis,Oliy,14055037.0,oddiy,2021-03-13
4686,Aziz,Karimov,Dilnoza,1989-04-10,Erkak,akimzikov@kostina.ru,8 (534) 991-6030,Jizzax,"бул. Дальний, д. 747",AB7803097,85711076794255,O'zbek,Ajrashgan,Beeline,Direktor,Bakalavr,11573459.0,admin,2022-08-08
4687,Aziz,Raximov,,1961-06-19,Erkak,evdokija2002@hotmail.com,+7 252 710 9779,Termiz,"наб. Красногвардейская, д. 40",AC5264150,62234951011753,Qirg'iz,Uylanmagan,Yandex,Direktor,O‘rta maxsus,25929020.0,oddiy,2020-11-03
4688,Malika,Aliyeva,Gulbahor,1955-12-02,Ayol,arseni_75@npo.ru,8 355 300 4320,Termiz,"пер. Моховой, д. 2 стр. 9",AD7703361,67744848681266,Rus,Ajrashgan,O‘zbekiston Temir Yo‘llari,O‘qituvchi,Magistr,19318183.0,admin,2021-04-21
4689,Madina,Yusupova,Zafar,1983-03-29,Ayol,titovaalevtina@ooo.net,8 221 419 60 34,Namangan,"бул. Урицкого, д. 9 к. 592",AE7603410,35868671153314,O'zbek,Uylanmagan,NBU,O‘qituvchi,Magistr,16799925.0,oddiy,2020-10-03
4690,Rayhona,Turaeva,Behruz,1984-10-05,Ayol,valerjan1976@rambler.ru,8 (044) 593-51-90,Toshkent,"алл. Прудная, д. 357 стр. 7",AA3511217,80470043604899,O'zbek,Ajrashgan,Beeline,Direktor,Oliy,7813040.0,premium,2021-03-22
4691,Baxtiyor,Mamadaliyev,Madina,1963-10-13,Erkak,arkadi2018@ip.com,8 212 559 00 83,Termiz,"пр. Дружба, д. 708 стр. 13",AE9663668,36775348224843,Turkman,Ajrashgan,EPAM,O‘qituvchi,O‘rta maxsus,27080900.0,premium,2021-11-16
4692,Malika,Mamadaliyeva,Madina,2002-11-13,Ayol,ljudmila1995@rao.info,,Namangan,"пер. Алтайский, д. 521 к. 16",AD6565394,35894808608023,Rus,Uylanmagan,UZTELECOM,Muhandis,Magistr,19140264.0,admin,2020-12-06
4693,Baxtiyor,Aliyev,Behruz,1955-06-07,Erkak,vinogradovasinklitikija@gmail.com,8 327 286 3195,Termiz,,AD7530595,31407130530052,Qozoq,Uylanmagan,IT Park,Hisobchi,O‘rta maxsus,15296679.0,premium,2023-12-04
4694,Behruz,Raximov,Oybek,1963-09-25,Erkak,zinovevselivan@hotmail.com,8 (788) 709-0690,Jizzax,"наб. Кузнецова, д. 7 к. 4/8",AF9448688,79994448505381,Qozoq,Uylanmagan,IT Park,Operator,Magistr,18271081.0,admin,2021-02-28
4695,Nilufar,Ergasheva,Behruz,1999-03-29,Ayol,gorshkovairina@ao.net,86075578105,Xiva,"ш. Матросова, д. 6/5 стр. 6",AC2033764,57887202961932,Qirg'iz,Turmush qurgan,EPAM,Operator,Magistr,28124992.0,oddiy,2025-07-02
4696,Ziyoda,Karimova,Madina,1954-12-16,Ayol,eleonora36@mail.ru,8 367 663 4140,Farg‘ona,"наб. Ангарская, д. 24",AA9425634,63009307506797,Tojik,Ajrashgan,IT Park,Operator,Magistr,27786234.0,admin,
4697,Gulbahor,Mamadaliyeva,Dilmurod,1960-11-04,Ayol,jaropolk_1990@ignatova.net,8 (410) 866-14-93,Xiva,"наб. Томская, д. 79 стр. 46",AA9795985,,,Turmush qurgan,O‘zbekiston Temir Yo‘llari,Marketolog,Bakalavr,6694111.0,premium,2020-08-01
4698,Zafar,Mamadaliyev,Behruz,1967-04-15,Erkak,,8 919 688 89 94,Samarqand,"пер. Речной, д. 7/7 к. 9",AF3999502,57964456025272,Tojik,Ajrashgan,Yandex,Menejer,Bakalavr,17371506.0,oddiy,2022-08-29
4699,Jahongir,Aliyev,Islom,1965-04-16,Erkak,,+76563544731,Toshkent,"ул. Зеленая, д. 56 стр. 33",AB4050942,88162256507766,Qirg'iz,Uylanmagan,Yandex,O‘qituvchi,Bakalavr,29014281.0,premium,2023-01-09
